origin,destination,origin_latitude,origin_longitude,destination_latitude,destination_longitude,ticket
VER,MEX,19.1459,-96.1873,19.4363,-99.0721,QT3148
VER,MEX,19.1459,-96.1873,19.4363,-99.0721,RI7947
VER,MEX,19.1459,-96.1873,19.4363,-99.0721,OH3536
VER,MEX,19.1459,-96.1873,19.4363,-99.0721,QQ8091
VER,MEX,19.1459,-96.1873,19.4363,-99.0721,NH5311
VER,MEX,19.1459,-96.1873,19.4363,-99.0721,RB9406
VER,MEX,19.1459,-96.1873,19.4363,-99.0721,IF5878
VER,MEX,19.1459,-96.1873,19.4363,-99.0721,SL4194
MEX,OAX,19.4363,-99.0721,16.9999,-96.7266,OZ0862
OAX,MEX,16.9999,-96.7266,19.4363,-99.0721,NI9317
MEX,HUX,19.4363,-99.0721,15.7753,-96.2626,JE1454
MEX,HUX,19.4363,-99.0721,15.7753,-96.2626,TS9509
HUX,MEX,15.7753,-96.2626,19.4363,-99.0721,SU7546
HUX,MEX,15.7753,-96.2626,19.4363,-99.0721,FQ9143
MEX,ZIH,19.4363,-99.0721,17.6016,-101.461,CO8738
MEX,ZIH,19.4363,-99.0721,17.6016,-101.461,BY4269
MEX,ZIH,19.4363,-99.0721,17.6016,-101.461,LP5612
MEX,ZIH,19.4363,-99.0721,17.6016,-101.461,CY9258
MEX,ZIH,19.4363,-99.0721,17.6016,-101.461,TI4531
PVR,MEX,20.6801,-105.254,19.4363,-99.0721,OP1488
PVR,MEX,20.6801,-105.254,19.4363,-99.0721,DG3237
PVR,MEX,20.6801,-105.254,19.4363,-99.0721,QF8527
PVR,MEX,20.6801,-105.254,19.4363,-99.0721,NC6961
PVR,MEX,20.6801,-105.254,19.4363,-99.0721,OV0316
PVR,MEX,20.6801,-105.254,19.4363,-99.0721,CM9678
PVR,MEX,20.6801,-105.254,19.4363,-99.0721,MU8141
MEX,PVR,19.4363,-99.0721,20.6801,-105.254,MO0809
MEX,PVR,19.4363,-99.0721,20.6801,-105.254,ZX0541
PVR,MEX,20.6801,-105.254,19.4363,-99.0721,LF8376
MEX,PVR,19.4363,-99.0721,20.6801,-105.254,NU9216
MEX,PVR,19.4363,-99.0721,20.6801,-105.254,QL9143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,XU7231
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,KW2063
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,YJ0298
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,SN2521
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,PZ8902
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,FF7328
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,SF0825
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,RB9633
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,FJ8991
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,KR5388
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,VG0032
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,NW0800
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,VB7208
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,DN1526
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,KW1240
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,PA4689
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,MO5411
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,IU3789
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,LF5714
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,TA0067
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,DU3862
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,EW5383
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,SH9132
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,CR6186
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,LY2787
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,AV2902
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,EY3151
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,GD2682
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,EJ6111
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,CS7244
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,DC1249
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,XJ8957
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,BH6756
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,WM1996
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,QP5075
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,XM3461
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,BP2690
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,FT8966
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,LG3565
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,LM6672
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,HB7261
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,ED3147
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,BE6455
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,BB1596
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,JN3876
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,YC5566
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,RF8908
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,KS9224
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,SQ2271
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,GL0832
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,YC9692
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,DY8309
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,LA5062
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,BC3904
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,HS6630
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,SD7625
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,NP6743
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,HA1295
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,DQ8309
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,RF5172
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,YV6868
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,YS4042
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,TD0938
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,ZY5389
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,SC6894
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,KU2356
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,XX5844
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,XG7705
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,LG8839
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,ZN1029
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,VD3716
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,BE8865
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,CF0259
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,UY6541
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,DS8841
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,IM5978
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,KQ6815
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,JD3881
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,OT5057
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,GN1377
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,XZ8022
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,PW7262
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,TB3695
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,DQ7809
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,BF5748
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,QE9727
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,QT5728
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,XD2419
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,XJ2508
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,LR4129
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,RD3063
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,DJ1244
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,DG1574
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,WO6801
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,UE8305
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,RP3571
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,UW5784
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,EQ4100
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,NO0469
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,RI2477
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,CE4693
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,QO2077
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,RF9803
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,WX7119
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,AH8813
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,HM6842
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,XP5675
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,QL5567
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,DG2954
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,MB9312
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,AI9597
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,VR8873
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,DW2447
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,ZO7612
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,YJ7484
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,BO8491
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,UU0922
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,DG7035
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,TU5327
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,GD6516
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,RQ3205
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,BQ4827
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,LB3909
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,GH5420
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,MJ6953
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,VZ6549
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,VT5072
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,ZI6856
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,RT1949
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,IB1236
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,AP8844
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,RV3932
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,FR9665
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,KP5940
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,RT3433
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,YF4795
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,PS1342
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,GD6504
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,WM3785
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,YM2563
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,SI9947
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,GQ0992
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,NO2862
MEX,HAV,19.4363,-99.0721,22.9892,-82.4091,VG6610
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,EX4018
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,PX6670
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,ZG7440
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,LS0795
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,LX7087
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,JO7930
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,KK0458
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,HX2592
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,PS0768
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,MI3719
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,EU5451
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,ME5900
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,WH4699
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,SJ0292
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,GY9621
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,BQ1326
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,GT0288
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,EC8787
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,AC1740
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,FU1923
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,DI5967
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,KG9452
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,VL8492
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,YV4433
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,ZC8346
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,TY6396
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,ZT9793
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,BR5171
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,MR4255
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,AR4639
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,XA2441
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,YA0887
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,GH3282
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,BG2007
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,FB9711
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,EJ4469
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,QJ7672
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,RD4486
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,ZY5642
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,OA1949
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,AO2959
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,TI8649
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,MS7358
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,BT9326
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,SR8036
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,RQ5602
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,SD8486
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,BG2015
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,YQ1489
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,TA1419
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,RZ9068
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,ZS3867
MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,LP6472
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,VT1522
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,JQ2182
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,MH4055
MEX,LAX,19.4363,-99.0721,33.9425,-118.408,EK8350
MEX,LAX,19.4363,-99.0721,33.9425,-118.408,IE4206
MEX,JFK,19.4363,-99.0721,40.6398,-73.7789,LW1740
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,OU7918
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,MB3724
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,FG9388
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,EN0785
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,ZT5087
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,JP3907
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,PS1066
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,IG7583
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,CS9014
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,CN7399
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,GE7227
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,SL6178
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,BJ0368
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,UE6966
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,YG1472
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,VW5424
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,QV0437
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,BW8375
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659,YC3836
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721,NZ6186
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721,PJ0204
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721,NS4341
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721,HH7825
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721,PK8237
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721,OZ3826
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721,JK8128
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721,RU7539
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721,SN7450
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721,EN6101
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721,IN5726
MEX,TRC,19.4363,-99.0721,25.5683,-103.411,OJ0764
MEX,PXM,19.4363,-99.0721,15.8769,-97.0891,CR5686
MEX,PXM,19.4363,-99.0721,15.8769,-97.0891,GN3180
PXM,MEX,15.8769,-97.0891,19.4363,-99.0721,BB6484
PXM,MEX,15.8769,-97.0891,19.4363,-99.0721,OC8468
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,QV9879
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,BA0752
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,UX2500
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,JF5628
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,TR6878
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,FH9610
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,LQ5907
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,IO2846
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,HM4882
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,WS4462
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,UY9916
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,ET3980
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,MB6436
ACA,MEX,16.7571,-99.754,19.4363,-99.0721,FK9257
MEX,ACA,19.4363,-99.0721,16.7571,-99.754,GV3881
ZIH,MEX,17.6016,-101.461,19.4363,-99.0721,YR5568
ZIH,MEX,17.6016,-101.461,19.4363,-99.0721,TH5101
ZIH,MEX,17.6016,-101.461,19.4363,-99.0721,XT7970
ZIH,MEX,17.6016,-101.461,19.4363,-99.0721,SF5280
ZIH,MEX,17.6016,-101.461,19.4363,-99.0721,WB5993
MEX,PVR,19.4363,-99.0721,20.6801,-105.254,OS3346
MEX,PVR,19.4363,-99.0721,20.6801,-105.254,AP1129
MEX,PVR,19.4363,-99.0721,20.6801,-105.254,OF9596
MEX,PVR,19.4363,-99.0721,20.6801,-105.254,JQ0971
MEX,PVR,19.4363,-99.0721,20.6801,-105.254,RC3959
MEX,PVR,19.4363,-99.0721,20.6801,-105.254,GU5588
MEX,MZT,19.4363,-99.0721,23.1614,-106.266,OY8686
MEX,GUA,19.4363,-99.0721,14.5833,-90.5275,TJ8499
TLC,MTY,19.3371,-99.566,25.7785,-100.107,UU2757
MTY,TLC,25.7785,-100.107,19.3371,-99.566,ZO6093
AGU,MTY,21.7056,-102.318,25.7785,-100.107,NY9334
AGU,MTY,21.7056,-102.318,25.7785,-100.107,WR2983
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,AW4484
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,KN6282
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,MC5121
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,PE3610
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,FZ1703
CUN,BOG,21.0365,-86.8771,4.70159,-74.1469,SX3572
CUN,BOG,21.0365,-86.8771,4.70159,-74.1469,IU0153
CUN,BOG,21.0365,-86.8771,4.70159,-74.1469,KH4167
CUN,MID,21.0365,-86.8771,20.937,-89.6577,WI1656
MID,VER,20.937,-89.6577,19.1459,-96.1873,AW8109
MID,VER,20.937,-89.6577,19.1459,-96.1873,ST6896
MID,VSA,20.937,-89.6577,17.997,-92.8174,UV3259
VSA,MID,17.997,-92.8174,20.937,-89.6577,LV6263
VSA,MID,17.997,-92.8174,20.937,-89.6577,AU7664
VSA,MID,17.997,-92.8174,20.937,-89.6577,PK9919
VER,MID,19.1459,-96.1873,20.937,-89.6577,UW8104
VER,MID,19.1459,-96.1873,20.937,-89.6577,HH6428
CUN,BZE,21.0365,-86.8771,17.5391,-88.3082,MO3139
CUN,BZE,21.0365,-86.8771,17.5391,-88.3082,ZZ4221
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,OT9183
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,HK6095
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,EF1353
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,YW2812
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,GH3842
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,DA5244
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,YT6177
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,SS9375
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,VR4629
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,CJ7149
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,MG6920
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,PB0733
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,AS7740
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,VG5920
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,CK1900
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,YJ5326
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,BA4573
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,HE5494
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,CW5111
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,PW1477
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,CU0734
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,XI4403
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,VF2841
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,HS4929
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,EJ8036
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,UH0311
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,HI0460
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,KB4373
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,DW6312
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,XE7742
GDL,DFW,20.5218,-103.311,32.8968,-97.038,ZR5106
GDL,DFW,20.5218,-103.311,32.8968,-97.038,FR9539
GDL,DFW,20.5218,-103.311,32.8968,-97.038,QO2566
GDL,DFW,20.5218,-103.311,32.8968,-97.038,UR5766
GDL,DFW,20.5218,-103.311,32.8968,-97.038,JF2880
GDL,DFW,20.5218,-103.311,32.8968,-97.038,GS5145
GDL,DFW,20.5218,-103.311,32.8968,-97.038,CC3523
GDL,DFW,20.5218,-103.311,32.8968,-97.038,MF7046
GDL,DFW,20.5218,-103.311,32.8968,-97.038,CI9912
GDL,DFW,20.5218,-103.311,32.8968,-97.038,NA6988
GDL,DFW,20.5218,-103.311,32.8968,-97.038,PW2034
GDL,DFW,20.5218,-103.311,32.8968,-97.038,IY7561
GDL,DFW,20.5218,-103.311,32.8968,-97.038,FU3217
GDL,DFW,20.5218,-103.311,32.8968,-97.038,FX4609
GDL,DFW,20.5218,-103.311,32.8968,-97.038,QD9446
GDL,DFW,20.5218,-103.311,32.8968,-97.038,IB2949
GDL,DFW,20.5218,-103.311,32.8968,-97.038,GO1419
GDL,DFW,20.5218,-103.311,32.8968,-97.038,WR4525
GDL,DFW,20.5218,-103.311,32.8968,-97.038,OG5750
GDL,DFW,20.5218,-103.311,32.8968,-97.038,HW6764
GDL,DFW,20.5218,-103.311,32.8968,-97.038,CN2919
GDL,DFW,20.5218,-103.311,32.8968,-97.038,BQ9804
GDL,DFW,20.5218,-103.311,32.8968,-97.038,KF2553
GDL,DFW,20.5218,-103.311,32.8968,-97.038,QN5509
GDL,DFW,20.5218,-103.311,32.8968,-97.038,HE7152
GDL,DFW,20.5218,-103.311,32.8968,-97.038,ZJ5181
GDL,DFW,20.5218,-103.311,32.8968,-97.038,QN3599
GDL,DFW,20.5218,-103.311,32.8968,-97.038,JN3879
GDL,DFW,20.5218,-103.311,32.8968,-97.038,XQ7873
GDL,DFW,20.5218,-103.311,32.8968,-97.038,KM0100
GDL,DFW,20.5218,-103.311,32.8968,-97.038,OW8862
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,NP7119
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,WC3389
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,KM3847
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,NP2919
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,FN2136
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,YJ3893
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,QF3450
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,LC3339
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,ZS2289
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,VI8924
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,UX2321
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,WR9139
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,IG1336
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,QJ3800
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,NO0094
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,NE9011
